full_name,owner,name,html_url,stargazers_count,forks_count,topics,matched_topics
Project-MONAI/monai-deploy-app-sdk,Project-MONAI,monai-deploy-app-sdk,https://github.com/Project-MONAI/monai-deploy-app-sdk,117,60,"monai,healthcare,medical-imaging,image-processing,dicom,deploy,workflow,pipeline,ai,ml,deep-learning,machine-learning,model-deployment,model-serving,mlops,ml-platform,ml-infrastructure,python,pytorch","model-deployment,model-serving"
alvarobartt/serving-pytorch-models,alvarobartt,serving-pytorch-models,https://github.com/alvarobartt/serving-pytorch-models,102,16,"torchserve,pytorch,model-serving,pytorch-cnn,model-deployment,machine-learning,mlops,image-classification,serve-pytorch","model-deployment,model-serving"
notAI-tech/fastDeploy,notAI-tech,fastDeploy,https://github.com/notAI-tech/fastDeploy,100,17,"deep-learning,tensorflow-serving,tf-serving,pytorch,serving,falcon,gevent,docker,model-deployment,model-serving,http-server,gunicorn,torchserve,triton-inference-server,python,triton,triton-server,inference-server,streaming-audio,websocket","model-deployment,model-serving"
FlinkML/flink-jpmml,FlinkML,flink-jpmml,https://github.com/FlinkML/flink-jpmml,96,29,"flink-jpmml,apache-flink,pmml,prediction,model-serving",model-serving
NimbleBoxAI/nbox,NimbleBoxAI,nbox,https://github.com/NimbleBoxAI/nbox,86,13,"data-science,machine-learning,ml-infrastructure,ml-platform,ml-service,mlops,mlops-pipeline,mlops-workflow,model-deployment,model-management,model-monitoring,model-serving,practical-mlops,mlops-automation,mlops-tool","model-deployment,model-serving"
kspviswa/PyOMlx,kspviswa,PyOMlx,https://github.com/kspviswa/PyOMlx,81,6,"chatbot,mlx,model-serving",model-serving
aporia-ai/inferencedb,aporia-ai,inferencedb,https://github.com/aporia-ai/inferencedb,81,3,"machine-learning,model-serving,kafka,s3,model-monitoring,mlops",model-serving
balavenkatesh3322/model_deployment,balavenkatesh3322,model_deployment,https://github.com/balavenkatesh3322/model_deployment,72,9,"model,model-deployment,model-serving,model-server,tensorflow,keras,pytorch,aws,azure,serving,serving-pytorch-models,serving-recommendation,serving-tensors,caffe,mxnet,machine-learning,deep-learning,neural-network,data-science","model-deployment,model-serving"
lightbend/model-serving-tutorial,lightbend,model-serving-tutorial,https://github.com/lightbend/model-serving-tutorial,68,29,"model-serving,kafka,akka-streams,flink,spark,pmml,tensorflow,tensorflow-serving",model-serving
bentoml/CLIP-API-service,bentoml,CLIP-API-service,https://github.com/bentoml/CLIP-API-service,65,4,"ai-applications,clip,cloud-native,mlops,model-inference,model-inference-service,model-serving,openai-clip","model-inference,model-serving"
messense/fasttext-serving,messense,fasttext-serving,https://github.com/messense/fasttext-serving,61,13,"fasttext,model-serving,model-server,nlp",model-serving
bentoml/BentoOCR,bentoml,BentoOCR,https://github.com/bentoml/BentoOCR,56,4,"ocr,ocr-python,ai-applications,model-deployment,model-serving","model-deployment,model-serving"
modzy/hugging-face-raspberry-pi,modzy,hugging-face-raspberry-pi,https://github.com/modzy/hugging-face-raspberry-pi,55,7,"docker,flask-application,huggingface,huggingface-transformers,machine-learning,model-serving,raspberry-pi,raspberry-pi-3",model-serving
array2d/deepx,array2d,deepx,https://github.com/array2d/deepx,54,7,"distributed-training,model-serving,deep-learning,neural-network",model-serving
typesafehub/fdp-modelserver,typesafehub,fdp-modelserver,https://github.com/typesafehub/fdp-modelserver,45,20,"model-serving,pmml,tensorflow,akka-streams,akka-http,kafka,kafka-streams,flink,spark-streaming,spark-ml",model-serving
bentoml/transformers-nlp-service,bentoml,transformers-nlp-service,https://github.com/bentoml/transformers-nlp-service,45,3,"llm,mlops,model-deployment,model-inference-service,model-serving,nlp,nlp-machine-learning,online-inference,transformer,llmops","model-deployment,model-serving"
huggingbench/huggingbench,huggingbench,huggingbench,https://github.com/huggingbench/huggingbench,44,3,"huggingface,inference,machine-learning,model-serving",model-serving
alvarobartt/serving-tensorflow-models,alvarobartt,serving-tensorflow-models,https://github.com/alvarobartt/serving-tensorflow-models,43,9,"tensorflow,tensorflow-serving,mlops,machine-learning,model-serving,model-deployment,image-classification,serve-tensorflow-models","model-deployment,model-serving"
instill-ai/console,instill-ai,console,https://github.com/instill-ai/console,41,11,"no-code,console,computer-vision,deep-learning,unstructured-data,frontend,data-connector,ui,vdp,object-detection,image-classification,structured-data,vision-ai,data-pipeline,model-serving,versatile-data-pipeline",model-serving
Galileo-Galilei/kedro-mlflow-tutorial,Galileo-Galilei,kedro-mlflow-tutorial,https://github.com/Galileo-Galilei/kedro-mlflow-tutorial,40,6,"kedro,mlflow,kedro-mlflow,kedro-tutorial,mlops,model-serving",model-serving
hamedonline/ml-workflow,hamedonline,ml-workflow,https://github.com/hamedonline/ml-workflow,38,7,"machine-learning,ml,mlflow,data-science,ai,deployment,regression,model-serving,tabular-data,jupyter-notebooks",model-serving
lightbend/kubeflow-recommender,lightbend,kubeflow-recommender,https://github.com/lightbend/kubeflow-recommender,37,10,"kubeflow,model-serving,machine-learning",model-serving
scaleoutsystems/stackn,scaleoutsystems,stackn,https://github.com/scaleoutsystems/stackn,36,14,"machine-learning,kubernetes,model-serving,dash,jupyter-notebook,mlflow,tf-serving,minio,torchserve,fastapi,rshi,mlops,rstudio,rshiny,django",model-serving
databricks-industry-solutions/product-search,databricks-industry-solutions,product-search,https://github.com/databricks-industry-solutions/product-search,34,14,"embedding-models,rcg,retail,semantic-search,vector-store,model-serving",model-serving
Relaxed-System-Lab/HexGen,Relaxed-System-Lab,HexGen,https://github.com/Relaxed-System-Lab/HexGen,31,3,"deep-learning,machine-learning,large-language-models,model-serving,decentralized,heterogeneous,generative-inference,llama2",model-serving
SABER-labs/Drogon-torch-serve,SABER-labs,Drogon-torch-serve,https://github.com/SABER-labs/Drogon-torch-serve,29,2,"drogon,torch,rest,cpp,libtorch,pytorch,torch-serve,torch-server,model-serving,model-server",model-serving
ml-libs/mlserve,ml-libs,mlserve,https://github.com/ml-libs/mlserve,27,1,"mlserve,scikit-learn,model-deployment,machine-learning,model-serving","model-deployment,model-serving"
redbco/infermesh,redbco,infermesh,https://github.com/redbco/infermesh,25,1,"ai-inference,ai-infrastructure,distributed-systems,fault-tolerance,gpu-inference,high-availability,inference-engine,ml-infrastructure,model-serving,observability,rust,service-mesh,gpu-mesh","ai-inference,inference-engine,model-serving"
Arslan-Mehmood1/Machine-learning-pipeline-deployment-using-Docker-and-FastAPI,Arslan-Mehmood1,Machine-learning-pipeline-deployment-using-Docker-and-FastAPI,https://github.com/Arslan-Mehmood1/Machine-learning-pipeline-deployment-using-Docker-and-FastAPI,25,9,"docker,fastapi,machine-learning-pipeline,dockerized-server,machine-learning-production,model-serving",model-serving
yuruofeifei/mms,yuruofeifei,mms,https://github.com/yuruofeifei/mms,25,2,"mxnet,model-serving",model-serving
modzy/sdk-python,modzy,sdk-python,https://github.com/modzy/sdk-python,25,3,"mlops,python,deployment,drift-detection,explainable-ai,kuberenetes,machine-learning,machine-learning-operations,microservices,model-deployment,model-serving,production-machine-learning,serving,docker,ai-security,api-client","model-deployment,model-serving"
a2i2/surround,a2i2,surround,https://github.com/a2i2/surround,23,29,"machine-learning,pipeline-framework,model-serving,data-science,python",model-serving
animator/titus2,animator,titus2,https://github.com/animator/titus2,23,2,"pfa,titus,python,scoring-engine,pfa-standard,scoring,inference,inference-engine,analytics,pmml,ml-engine,model-deployment,model-serving,model-evaluation","inference-engine,model-deployment,model-serving"
awesome-mlops/awesome-feature-store,awesome-mlops,awesome-feature-store,https://github.com/awesome-mlops/awesome-feature-store,20,4,"dataops,datascience,feature-engineering,feature-extraction,feature-scaling,feature-selection,feature-store,kubernetes,machine-learning,mlops,model-serving,awesome,awesome-list",model-serving
modelize-ai/LLM-Inference-Deployment-Tutorial,modelize-ai,LLM-Inference-Deployment-Tutorial,https://github.com/modelize-ai/LLM-Inference-Deployment-Tutorial,19,1,"gpt,inference,llama,llm,llm-inference,model-serving,transformer,tutorial",model-serving
FlinkML/flink-modelServer,FlinkML,flink-modelServer,https://github.com/FlinkML/flink-modelServer,19,8,"flink,model,model-serving,tensorflow,pmml,stream",model-serving
bentoml/Fraud-Detection-Model-Serving,bentoml,Fraud-Detection-Model-Serving,https://github.com/bentoml/Fraud-Detection-Model-Serving,18,5,"ai-applications,fraud-detection,model-deployment,model-serving","model-deployment,model-serving"
h2oai/mlops-dai-runtimes,h2oai,mlops-dai-runtimes,https://github.com/h2oai/mlops-dai-runtimes,18,9,"machine-learning,model-deployment,model-serving,model-server,h2oai,h2o,mojo,fedramp","model-deployment,model-serving"
ksm26/Efficiently-Serving-LLMs,ksm26,Efficiently-Serving-LLMs,https://github.com/ksm26/Efficiently-Serving-LLMs,17,4,"batch-processing,deep-learning-techniques,inference-optimization,machine-learning-operations,model-acceleration,model-inference-service,model-serving,optimization-techniques,performance-enhancement,scalability-strategies,server-optimization,text-generation,large-scale-deployment,serving-infrastructure",model-serving
modzy/sdk-javascript,modzy,sdk-javascript,https://github.com/modzy/sdk-javascript,16,3,"javascript,ai-security,api-client,api-rest,drift-detection,explainable-ai,kubernetes,machine-learning,machine-learning-operations,microservices,mlops,model-serving,production-machine-learning",model-serving
modelscope/Katz,modelscope,Katz,https://github.com/modelscope/Katz,15,1,"diffusion-model,model-serving,controlnet,inference,lora,sdxl",model-serving
jerife/MLOps-on-kubernetes,jerife,MLOps-on-kubernetes,https://github.com/jerife/MLOps-on-kubernetes,14,2,"brain-computer-interface,machine-learning,mlops,model-serving,signal-processing,gcp,google-kubernetes-engine,bentoml,gke,google-cloud-platform,grafana,kubeflow,kubeflow-pipelines,kubernetes,mlflow,prometheus,wandb,weights-and-biases,deep-learning",model-serving
Galileo-Galilei/kedro-serving,Galileo-Galilei,kedro-serving,https://github.com/Galileo-Galilei/kedro-serving,13,1,"kedro,kedro-plugin,fastapi,mlops,model-serving,pipeline-serving,serving",model-serving
huyhoang17/tensorflow-serving-docker,huyhoang17,tensorflow-serving-docker,https://github.com/huyhoang17/tensorflow-serving-docker,12,2,"tensorflow,tensorflow-serving,docker,docker-compose,model-serving,model-deployment,protobuf,protos,keras,flask","model-deployment,model-serving"
Rishit-dagli/TFServing-Demos,Rishit-dagli,TFServing-Demos,https://github.com/Rishit-dagli/TFServing-Demos,11,6,"jupyter-notebook,tensorflow,tensorflow2,model-serving,tensorflow-model-server,python3,tensorflow-serving",model-serving
kristofferv98/whisper_turboapi,kristofferv98,whisper_turboapi,https://github.com/kristofferv98/whisper_turboapi,11,2,"ai,api,asynchronous,audio,audio-processing,fastapi,huggingface,machine-learning,macos,mlx,model-serving,nlp,openai,optimization,python,speech-to-text,synchronous,transcription,whisper,whisper-turbo",model-serving
instill-ai/models,instill-ai,models,https://github.com/instill-ai/models,10,0,"instill-core,instill-model,model-serving",model-serving
debnsuma/ray-for-developers,debnsuma,ray-for-developers,https://github.com/debnsuma/ray-for-developers,10,1,"ddp,deep-learning,distributed-computing,distributed-training,fsdp,machine-learning,mlops,model-serving,multimodal,pytorch,ray",model-serving
yas-sim/openvino-model-server-wrapper,yas-sim,openvino-model-server-wrapper,https://github.com/yas-sim/openvino-model-server-wrapper,10,1,"openvino,openvino-docker,model-serving,deep-learning,inference,python,intel,openvino-model-server,tensorflow-serving,triton-inference-server,grpc,grpc-client,ai,serving,cloud,edge,area-intrusion-detection,line-crossing-detection,object-tracking",model-serving
cake-lab/perseus,cake-lab,perseus,https://github.com/cake-lab/perseus,10,0,"inference,model-serving",model-serving
adrien-legros/rhods-mnist,adrien-legros,rhods-mnist,https://github.com/adrien-legros/rhods-mnist,10,6,"data-science,model-serving,pipelines,redhat,rhods,openshift-ai,rhoai",model-serving
bentoml/diffusers-examples,bentoml,diffusers-examples,https://github.com/bentoml/diffusers-examples,10,4,"bentoml,diffusers,model-deployment,model-serving","model-deployment,model-serving"
ray-project/ray-serve-arize-observe,ray-project,ray-serve-arize-observe,https://github.com/ray-project/ray-serve-arize-observe,9,0,"model-serving,observability,ray,online-inference,ray-serve,deep-learning,llm,scalable-machine-learning,generative-model",model-serving
martynas-subonis/model-serving,martynas-subonis,model-serving,https://github.com/martynas-subonis/model-serving,9,0,"model-serving,onnx,onnxruntime",model-serving
typesafehub/fdp-beam-modelServer,typesafehub,fdp-beam-modelServer,https://github.com/typesafehub/fdp-beam-modelServer,9,3,"beam,model-serving",model-serving
kemingy/ventu,kemingy,ventu,https://github.com/kemingy/ventu,9,0,"deep-learning,inference,python,model-serving",model-serving
lightbend/pipelines-model-serving,lightbend,pipelines-model-serving,https://github.com/lightbend/pipelines-model-serving,8,4,"pipelines,model-serving",model-serving
logicalclocks/machine-learning-api,logicalclocks,machine-learning-api,https://github.com/logicalclocks/machine-learning-api,8,20,"model-registry,model-serving",model-serving
tungngreen/PipelineScheduler,tungngreen,PipelineScheduler,https://github.com/tungngreen/PipelineScheduler,8,2,"batch-inference,gpu-scheduling,model-serving,dnn-serving",model-serving
FlinkML/flink-speculative-modelServer,FlinkML,flink-speculative-modelServer,https://github.com/FlinkML/flink-speculative-modelServer,7,4,"flink,model-serving,tensorflow,streaming",model-serving
marekgalovic/photon,marekgalovic,photon,https://github.com/marekgalovic/photon,6,0,"machine-learning,model-serving,grpc,real-time",model-serving
rapidrabbit76/FastAPI-Deep-Learning-Model-Micro-Batching-Serving,rapidrabbit76,FastAPI-Deep-Learning-Model-Micro-Batching-Serving,https://github.com/rapidrabbit76/FastAPI-Deep-Learning-Model-Micro-Batching-Serving,6,0,"fastapi,model-serving,pytorch",model-serving
Riccorl/ner-serve,Riccorl,ner-serve,https://github.com/Riccorl/ner-serve,6,0,"ner,named-entity-recognition,fastapi,model-serving,backend,onnx,onnxruntime,pytorch,transformers,huggingface,huggingface-transformers,deep-learning,nlp,natural-language-processing",model-serving
loretoparisi/dserve,loretoparisi,dserve,https://github.com/loretoparisi/dserve,6,0,"bert,deep-learning,fastapi,flask,gunicorn,machine-learning,model-serving,pytorch,tensorflow,uvicorn,werkzeug",model-serving
lightbend/fdp-speculative-model-serving,lightbend,fdp-speculative-model-serving,https://github.com/lightbend/fdp-speculative-model-serving,6,1,"model-serving,akka-streams,akka-http,akka-actors,speculative-execution",model-serving
picnicml/doddle-beam-example,picnicml,doddle-beam-example,https://github.com/picnicml/doddle-beam-example,5,0,"apache-beam,doddle-model,pipeline,machine-learning,scala,model-serving",model-serving
algorithmiaio/algorithmia-modeldeployment-action,algorithmiaio,algorithmia-modeldeployment-action,https://github.com/algorithmiaio/algorithmia-modeldeployment-action,5,0,"githubactions,githubaction-workflow,algorithmia,model-deployment,ci-cd,model-serving,machine-learning","model-deployment,model-serving"
kimdanny/event-driven-model-serving,kimdanny,event-driven-model-serving,https://github.com/kimdanny/event-driven-model-serving,5,0,"kafka,pubsub,model-serving,event-driven",model-serving
alibaba/AIOpsServing,alibaba,AIOpsServing,https://github.com/alibaba/AIOpsServing,5,2,"ai-ops,machine-learning,model-benchmarking,model-serving,alicloud-compatible,mlflow-compatible",model-serving
Zerohertz/yolo-serving-cookbook,Zerohertz,yolo-serving-cookbook,https://github.com/Zerohertz/yolo-serving-cookbook,4,1,"docker,docker-compose,fastapi,gradio,k8s,kubernetes,mlops,model-serving,onnx,pytorch,triton-inference-server,yolo,yolov5",model-serving
FlinkML/wiki,FlinkML,wiki,https://github.com/FlinkML/wiki,4,2,"wiki,flink-ml,model-serving",model-serving
modzy/sdk-go,modzy,sdk-go,https://github.com/modzy/sdk-go,4,1,"ai-security,api-client,api-client-go,docker,drift-detection,explainable-ai,golang,kubernetes,machine-learning-operations,microservices,mlops,model-serving,production-machine-learning,serving",model-serving
alex0dd/llm-app-microservices-template,alex0dd,llm-app-microservices-template,https://github.com/alex0dd/llm-app-microservices-template,4,1,"ai-applications,ai-template,docker-compose,docker-compose-template,fastapi,frontend,frontend-backend,large-language-model,large-language-models,llm,llm-inference,machine-learning,microservices,model-serving,nginx,nginx-reverse-proxy,ollama,openai-api,template-repository,vllm",model-serving
mmziyad/flink-ms,mmziyad,flink-ms,https://github.com/mmziyad/flink-ms,4,3,"parameter-server,queryable-state,machine-learning,model-deployment,model-serving,apache-flink","model-deployment,model-serving"
